customer_id,age,salary,account_balance,avg_card_spend,tenure_months,digital_engagement_score,missed_payments,is_sme_owner,international_spend_ratio,personal_loan_conversion,fx_card_conversion,churn_risk
356,27,48873.03,326554.09,25087.18,11,91.66,0,0,0.71,1,1,0
357,37,23997.86,113327.3,6488.05,26,74.24,0,0,0.76,1,0,0
358,35,3000.0,16808.6,672.26,49,58.24,0,0,0.85,0,1,0
359,41,13665.24,49920.93,5328.71,63,33.64,0,0,0.49,0,0,1
360,29,19469.89,99277.33,8810.05,21,25.79,0,1,0.55,0,0,1
361,43,19048.29,60463.05,9646.97,177,25.21,0,0,0.22,1,0,1
362,53,9230.24,32326.49,2528.09,79,50.37,1,0,0.52,1,0,1
363,36,20943.5,120206.2,10600.56,80,87.48,1,0,0.53,1,0,0
364,42,3089.99,7654.76,1027.24,9,88.1,0,0,0.81,0,0,0
365,44,6661.1,36715.57,1002.97,149,74.5,0,0,0.71,0,0,0
366,33,25749.57,181264.79,13470.98,116,54.25,0,0,0.7,0,0,0
367,40,5812.04,13267.44,2172.64,120,23.49,0,0,0.03,0,0,1
368,38,24458.54,179366.66,9813.62,55,47.89,0,0,0.55,1,1,0
369,38,3000.0,6049.19,1706.24,41,69.47,0,0,0.99,0,1,0
370,30,39177.91,147618.84,14870.98,6,59.5,0,1,0.75,1,1,0
371,38,8708.76,47622.21,895.19,1,51.4,1,0,0.83,0,1,0
372,42,15316.0,78665.98,8198.78,95,42.82,0,0,0.49,0,0,0
373,52,21967.36,46714.51,5324.35,133,75.25,1,0,0.83,1,1,0
374,47,11215.8,75066.63,3935.44,26,84.22,0,1,0.82,1,1,0
375,59,19720.87,154325.61,3992.36,1,72.29,0,0,0.53,1,1,1
376,30,24904.28,66693.26,6188.51,1,93.79,0,0,0.57,0,1,0
377,46,29527.36,216091.58,13090.2,93,77.99,0,0,0.05,0,0,0
378,39,27497.97,140769.29,8655.99,38,45.06,0,0,0.85,0,0,1
379,59,15938.27,120869.01,6591.52,41,61.68,0,0,0.13,0,0,0
380,29,16240.42,42948.74,8311.65,156,50.44,0,0,0.3,1,0,0
381,29,46189.3,307072.91,12490.1,133,54.63,1,0,0.74,1,1,1
382,32,29398.67,55521.75,11294.09,149,89.57,0,0,0.3,1,0,0
383,18,6938.12,50237.35,3391.31,63,30.09,0,0,0.51,0,0,1
384,32,19199.86,112934.26,8785.12,86,1.31,0,0,0.15,0,0,0
385,30,13978.28,54608.34,5170.87,84,69.56,0,1,0.29,1,1,0
386,39,16375.99,44838.02,4776.74,140,18.1,0,0,0.73,1,0,0
387,41,3246.06,22097.43,985.99,134,15.42,2,0,0.42,0,0,1
388,56,13056.92,70782.47,4133.4,157,99.25,0,0,0.56,0,1,0
389,47,39738.67,152703.91,10905.2,109,26.68,1,0,0.36,0,0,0
390,32,24948.92,109399.32,11215.48,104,20.38,0,0,0.93,1,1,0
391,29,3000.0,20617.58,488.12,35,19.1,0,0,0.86,0,1,0
392,42,32600.68,120721.2,19029.9,75,41.24,0,0,0.11,0,0,1
393,24,31075.55,64718.33,15211.26,125,40.94,0,0,0.98,1,0,0
394,56,13688.58,101614.88,3409.57,52,63.25,0,0,0.81,1,1,0
395,49,26607.16,106900.51,3226.75,33,10.36,1,0,0.16,1,1,0
396,33,7687.21,28938.64,3502.69,153,63.54,0,0,0.04,0,0,0
397,20,12356.93,34952.79,5772.91,14,45.36,0,0,0.89,1,0,0
398,51,35982.56,263868.96,20935.06,53,20.77,1,0,0.76,1,0,1
399,36,14739.24,42946.97,3343.64,61,77.82,0,1,0.28,0,0,0
400,50,3000.0,16915.12,424.09,13,47.41,0,0,0.95,0,1,0
401,22,17240.36,124561.14,9612.66,15,71.71,1,0,0.91,0,1,0
402,32,17056.94,29456.29,3911.57,55,92.06,0,0,0.21,1,0,0
403,38,32380.42,223008.7,14919.79,47,35.34,0,0,0.4,1,0,0
404,38,18172.04,75757.34,2368.36,173,89.79,0,0,0.05,1,0,0
405,33,12941.01,74758.09,6215.47,97,20.03,0,0,0.31,1,0,1
406,44,30540.67,119738.67,4993.8,75,22.21,2,0,0.5,0,0,1
407,27,19449.48,117102.53,8709.35,15,66.37,0,0,0.06,0,0,0
408,36,8999.73,28375.39,3295.44,21,10.26,1,0,0.34,0,0,1
409,39,31859.97,52331.55,18406.91,36,45.48,0,0,0.15,0,0,0
410,43,20323.94,155693.97,2407.55,153,21.38,1,0,0.92,1,1,0
411,45,18035.11,28971.43,4437.08,44,57.09,0,0,0.83,1,1,0
412,26,20134.9,138057.87,2713.27,129,80.68,1,0,0.77,0,1,0
413,22,5151.98,13392.03,2780.0,42,4.24,2,0,0.77,0,1,1
414,50,11668.15,47249.39,4631.68,33,41.33,0,0,0.01,0,0,0
415,41,18042.99,123525.93,6630.53,103,73.07,2,0,0.6,1,0,1
416,30,15664.04,44463.29,2595.98,160,34.23,0,1,0.59,1,1,0
417,53,33269.14,237112.47,11461.76,153,4.17,0,0,0.99,1,1,0
418,39,20608.87,97591.93,6169.3,40,59.14,0,0,0.63,1,0,0
419,49,28258.85,109644.26,7287.28,97,12.02,0,0,0.65,1,1,0
420,38,18112.74,105159.79,8804.5,115,36.99,0,0,0.38,1,0,0
421,58,30675.46,114083.06,4007.38,102,99.05,0,0,0.5,1,1,0
422,55,22770.33,85556.67,9639.66,64,39.8,0,0,0.4,1,0,0
423,35,18161.05,113832.01,9289.31,147,84.29,1,0,0.91,1,1,0
424,47,17840.6,62690.26,9877.51,28,85.98,0,0,0.2,1,0,0
425,44,6546.74,18363.74,3096.33,80,26.28,1,0,0.15,0,0,1
426,51,24082.99,162552.94,5809.49,112,59.55,0,0,1.0,1,1,0
427,28,17517.54,117979.11,7011.46,170,94.75,0,0,0.93,0,0,0
428,44,11976.1,56698.52,2044.34,86,60.63,1,0,0.59,1,0,0
429,48,31277.54,153987.51,4958.44,178,81.33,0,0,0.77,0,0,0
430,20,3000.0,18073.49,1257.94,106,46.26,1,0,0.11,0,0,0
431,26,12930.05,62197.19,6795.44,48,71.93,0,0,0.77,0,1,0
432,18,30332.62,127723.4,4053.17,9,2.19,0,0,0.46,1,1,1
433,35,21786.28,173567.17,3333.34,158,78.75,0,0,0.83,1,1,0
434,45,17425.69,42861.33,6670.62,146,67.18,1,0,0.52,1,0,0
435,53,21012.04,112471.83,4393.74,173,35.88,1,0,0.73,1,1,0
436,38,20152.97,146272.47,8180.27,110,41.7,1,0,0.34,0,1,1
437,54,3000.0,17900.69,621.82,83,32.66,0,0,0.73,0,0,1
438,24,13808.86,99782.82,2185.13,78,52.43,1,0,0.27,1,0,0
439,20,37398.26,137856.56,13941.6,66,10.87,0,0,0.95,1,0,1
440,37,10088.11,32967.48,5357.77,139,84.49,0,0,0.67,1,0,0
441,41,14180.39,99734.5,6275.69,90,47.81,1,0,0.48,1,0,1
442,37,11500.55,46712.3,5857.95,72,4.31,1,0,0.61,0,1,0
443,18,16955.82,103649.81,3953.55,15,55.3,1,0,0.62,1,1,0
444,37,11002.53,27070.24,5974.25,109,93.05,0,0,0.85,1,0,0
445,24,23840.9,152890.43,6878.57,40,8.75,1,0,0.56,1,0,1
446,44,20367.76,103231.7,10718.0,141,12.32,0,0,0.56,1,0,0
447,41,27282.57,88558.56,9155.7,86,38.72,0,0,0.59,1,1,1
448,28,5388.71,25403.85,1260.57,33,73.56,0,0,0.77,1,0,0
449,32,13915.91,83914.82,3202.46,126,60.46,0,0,0.49,0,1,0
450,27,15291.33,24118.43,5869.33,130,45.8,0,0,0.21,1,0,0
451,37,23467.76,132441.16,3273.87,109,99.27,0,0,0.42,1,1,0
452,47,8481.35,42579.24,4792.2,110,18.58,1,0,0.38,0,0,0
453,28,28987.85,84988.31,6833.36,162,82.18,1,0,0.06,0,0,0
454,43,32236.99,206135.45,8633.47,16,12.38,2,0,0.8,0,1,1
455,32,6133.53,21298.67,1328.83,14,17.96,0,0,0.84,0,1,0
456,30,12109.53,39956.54,1229.17,46,29.54,1,0,0.27,1,0,0
457,36,11616.82,53006.62,5184.3,50,87.31,0,0,0.32,0,0,0
458,27,49588.63,292323.66,19601.22,113,44.42,0,0,0.32,0,1,0
459,32,12841.2,96790.52,6482.52,133,39.58,1,0,0.52,0,0,1
460,26,38131.51,92233.33,4595.05,43,49.07,1,1,0.47,1,1,1
461,57,3000.0,12231.13,1692.98,146,63.09,0,0,0.89,0,0,1
462,38,6124.19,11852.95,1625.63,48,42.35,2,0,0.49,1,0,1
463,31,9760.75,62767.25,5432.2,154,96.25,0,0,0.18,1,1,0
464,40,7851.73,34628.19,1205.76,142,13.53,0,0,0.75,0,1,1
465,36,14785.22,90116.47,6978.03,21,47.57,0,0,0.87,1,0,0
466,35,9494.66,34126.32,3699.87,55,41.54,1,0,0.61,0,0,0
467,44,8167.9,57077.8,2279.63,116,69.27,0,0,0.76,0,1,0
468,45,31901.66,158754.88,4452.55,108,96.31,0,1,0.22,1,0,0
469,32,32685.52,249503.34,13151.62,2,28.84,0,0,0.9,0,1,0
470,32,29391.56,59144.49,3327.71,131,95.53,0,0,0.08,1,0,0
471,35,24287.99,117621.85,8516.37,13,82.77,0,0,0.9,1,0,0
472,18,19112.92,123889.14,7685.39,21,81.05,0,0,0.36,1,0,0
473,22,12035.63,65004.35,5611.76,161,7.31,1,0,0.09,0,0,1
474,51,6562.11,10832.48,3908.83,148,94.06,0,0,0.18,0,0,0
475,54,22355.95,174828.02,5142.92,125,83.89,0,0,0.99,1,1,0
476,35,3916.44,13467.5,1022.95,146,68.46,1,0,0.37,0,0,0
477,43,6072.95,18949.46,1643.17,38,12.79,0,0,0.77,0,0,1
478,41,31834.96,148248.69,14828.45,25,42.0,1,0,0.48,1,0,0
479,68,40807.79,205019.46,23093.52,166,84.02,1,1,0.58,0,0,0
480,49,22719.54,147242.46,13340.05,143,43.75,0,0,0.64,0,0,1
481,36,31277.49,126870.2,17919.05,157,43.65,0,0,0.6,1,0,0
482,28,15049.82,65613.34,8122.26,97,27.01,0,0,1.0,1,1,1
483,21,3000.0,14931.72,1786.47,32,5.12,0,0,0.55,0,0,1
484,40,25346.06,102994.12,7298.98,43,51.3,0,0,0.62,0,0,0
485,30,24831.47,184859.44,14257.25,13,77.45,0,0,0.35,1,0,0
486,23,18860.02,132645.14,9062.43,78,14.61,0,0,0.24,1,0,0
487,31,15091.49,67267.76,2780.3,25,89.38,1,0,0.45,1,0,0
488,27,29546.53,44357.21,3626.32,49,55.53,0,0,0.61,1,0,0
489,54,6171.2,45395.83,1278.93,88,81.23,0,0,0.31,1,0,0
490,46,8714.63,20115.01,4264.73,120,66.7,0,0,0.5,0,1,0
491,37,5902.72,18235.46,2454.64,136,13.49,1,0,0.81,1,1,0
492,52,19019.68,47365.62,4035.56,156,90.66,0,0,0.42,0,0,0
493,38,4945.28,13197.98,2329.03,126,71.81,0,0,0.58,1,0,0
494,29,9789.09,65770.02,1670.62,11,3.56,0,0,0.92,0,0,0
495,53,9530.93,50197.13,4869.55,10,58.0,0,0,0.62,0,1,0
496,43,14872.7,114737.21,7392.93,59,48.01,1,0,0.31,0,0,1
497,27,3000.0,9013.34,1758.86,65,85.92,0,0,0.57,0,0,1
498,36,19046.46,88692.26,3335.79,133,12.28,0,0,0.86,1,1,1
499,29,32967.64,258904.28,18241.21,80,59.08,0,0,0.15,1,0,0
500,24,19625.9,134866.86,5309.81,148,31.03,0,1,0.82,1,0,1
501,47,36495.85,227588.21,11241.82,92,24.56,0,0,0.1,0,0,0
502,57,34007.98,92785.29,11366.23,133,2.25,2,0,0.96,0,1,1
503,24,27332.82,177694.36,11300.81,112,33.22,1,1,0.16,1,0,0
504,43,18896.23,71034.2,11288.26,158,39.61,0,0,0.47,0,0,0
505,31,18270.0,90408.93,7307.63,87,44.78,1,0,0.95,1,1,1
506,33,27165.6,148311.88,15303.95,162,73.47,0,0,0.21,1,0,0
507,32,13299.95,72629.23,3025.93,113,40.35,0,0,0.64,1,0,1
508,29,3000.0,18667.21,897.62,118,19.52,0,0,0.74,0,0,0
509,38,23904.05,138668.91,8420.2,92,39.81,0,0,0.04,0,0,0
510,29,4427.18,8608.25,1157.49,1,6.96,1,0,0.59,0,0,0
511,40,6454.31,28868.53,3797.93,112,97.21,0,1,0.76,1,1,0
512,37,18002.69,104706.16,8332.4,155,6.62,0,0,0.97,0,1,0
513,35,16858.5,57722.74,5722.46,119,20.19,1,1,0.14,0,0,1
514,28,3000.0,10604.61,1426.96,120,42.8,0,0,0.86,1,0,0
515,32,19985.9,46161.21,6669.72,34,93.34,0,0,0.63,0,1,0
516,45,29593.68,124914.83,3214.25,95,17.87,0,1,0.73,1,1,0
517,43,4459.9,35297.43,1657.28,32,39.98,0,0,0.74,0,1,0
518,28,33269.8,111606.07,13726.87,116,98.93,0,0,0.72,0,1,0
519,38,3000.0,14863.02,1771.81,174,60.2,0,0,0.92,1,1,0
520,45,43407.89,274817.18,5226.15,22,61.46,1,0,0.12,1,1,0
521,21,13064.87,20743.52,4651.73,157,97.41,0,0,0.28,0,0,0
522,43,19747.4,145199.84,2943.89,98,50.61,0,0,0.9,1,1,0
523,31,3000.0,12037.73,523.49,45,0.26,0,0,0.46,0,1,1
524,43,17254.37,123355.85,6992.02,173,3.1,0,0,0.41,1,1,1
525,30,20741.79,36363.67,4475.74,67,68.14,0,0,0.54,1,1,0
526,19,16966.05,41512.76,8051.87,21,21.15,0,0,0.31,0,0,0
527,21,11243.03,40434.89,4014.88,149,47.85,0,0,0.6,1,1,1
528,38,6641.23,24874.72,1388.72,29,55.14,0,0,0.88,1,0,0
529,40,31566.32,221300.81,10950.22,33,66.74,0,0,0.4,0,0,0
530,28,18369.69,28891.97,1845.07,167,8.37,3,0,0.21,1,0,1
531,44,36489.03,206791.59,19389.18,90,76.0,0,0,0.16,1,1,1
532,21,11682.21,27494.45,1242.28,126,92.02,0,0,0.7,1,1,0
533,37,12782.46,87571.4,1323.05,45,25.57,2,0,0.07,1,0,1
534,25,27787.13,182303.76,11274.68,73,38.04,0,0,0.08,0,0,1
535,31,3000.0,14248.46,1760.28,82,74.38,0,0,0.96,0,1,0
536,38,3438.44,9911.19,1815.38,129,24.84,1,0,0.67,0,0,1
537,29,31169.82,175305.92,7044.67,11,54.22,1,0,0.19,0,1,0
538,34,3936.79,9903.71,780.8,160,65.99,0,0,0.63,0,0,0
539,48,3000.0,8205.46,1239.17,107,87.93,0,0,0.58,1,1,0
540,32,40422.33,225293.2,20668.7,177,34.54,0,0,0.78,0,1,0
541,46,3000.0,23828.95,843.12,91,49.26,0,0,0.42,0,0,0
542,26,20209.43,147365.07,6389.76,158,18.46,0,1,0.02,1,0,0
543,43,18829.02,100833.14,2970.18,60,30.76,0,0,0.44,1,0,1
544,52,3000.0,15001.47,529.24,138,9.49,0,0,0.69,0,1,0
545,18,14792.2,118182.27,5682.8,102,19.76,1,0,0.96,0,1,1
546,30,23380.96,118262.8,3538.2,149,34.62,1,0,0.84,0,1,0
547,43,22251.71,94141.6,4473.11,6,42.43,0,0,0.02,1,0,0
548,35,28842.25,213781.94,6268.53,166,70.69,1,0,0.24,1,0,0
549,41,13350.1,40346.66,4298.23,125,45.84,0,0,0.55,0,1,0
550,31,26550.05,56655.66,3260.51,116,4.9,2,0,0.06,0,0,1
551,38,9728.05,54687.07,3403.7,8,75.57,0,0,0.6,0,0,0
552,36,3000.0,6369.07,1693.01,70,53.28,0,0,0.43,0,0,1
553,49,3000.0,11776.4,336.7,162,93.94,1,0,0.67,0,1,0
554,40,3000.0,12759.76,1246.48,177,63.52,1,0,0.22,1,0,0
555,41,30115.03,152351.87,15597.21,40,53.39,0,0,0.19,0,0,1
556,33,3000.0,23837.36,768.69,86,29.44,0,0,0.92,1,0,0
557,33,21288.47,62511.05,3528.76,29,23.65,0,0,0.34,0,0,1
558,33,14808.91,58382.89,1801.8,9,23.0,0,0,0.97,0,1,0
559,41,16768.22,39565.63,7075.37,21,40.71,1,0,0.16,0,1,1
560,33,34363.29,187262.32,12924.62,32,17.14,0,0,0.75,1,1,1
561,40,12738.87,79361.59,2734.37,72,84.42,0,0,0.2,1,0,0
562,58,25339.22,117409.25,13070.19,171,80.52,0,0,0.72,1,0,0
563,46,18450.76,57158.67,8630.4,10,72.88,0,0,0.26,0,0,0
564,34,16175.77,89545.42,3853.3,177,4.88,0,0,0.33,1,0,0
565,50,45599.63,228204.49,21736.5,87,7.19,0,0,0.64,0,1,1
566,33,3000.0,7838.12,667.49,84,63.64,0,0,0.03,1,0,0
567,18,33469.58,138461.4,14647.42,141,74.9,0,0,0.25,1,1,0
568,27,25876.88,112015.34,4121.48,86,2.67,0,0,0.86,1,0,1
569,19,12245.7,96582.02,5463.05,41,29.05,0,0,0.31,1,0,0
570,34,37551.82,263627.23,8238.39,31,13.63,0,1,0.96,0,1,0
571,38,3000.0,18820.23,1158.7,109,23.13,0,0,0.14,0,0,0
572,54,11738.8,85423.84,2186.14,32,51.84,0,0,0.72,0,0,0
573,41,3498.21,21971.05,1619.62,173,10.92,0,0,0.16,0,0,0
574,35,22945.0,169153.12,2992.94,13,22.98,2,1,0.76,1,0,1
575,46,4643.23,8611.31,848.36,121,56.49,0,0,0.21,1,0,0
576,18,23196.77,103560.35,4455.36,153,50.81,1,0,0.87,1,1,1
577,40,15762.76,100169.82,1902.12,118,85.76,0,0,0.62,1,1,0
578,45,12247.75,64808.04,5787.14,106,15.06,1,0,0.88,0,1,0
579,23,22663.77,59800.16,13382.42,15,36.99,1,0,0.63,1,1,0
580,49,14776.54,54868.23,7228.67,64,92.44,1,0,0.81,0,1,0
581,41,4936.38,17600.83,2617.84,117,79.58,1,0,0.87,1,0,0
582,33,51616.48,165108.46,5316.69,8,59.74,0,0,0.47,1,0,0
583,44,12153.99,45339.03,1931.69,145,76.9,0,0,0.67,1,0,0
584,60,3000.0,14539.64,1138.53,5,44.84,0,1,0.03,1,0,0
585,39,7894.82,55710.94,4649.53,141,91.07,0,0,0.5,0,0,0
586,40,3000.0,18969.64,1291.07,21,59.97,0,0,0.21,1,0,0
587,33,27913.75,193417.79,8013.15,117,69.56,0,0,0.11,1,0,0
588,29,21859.83,158340.04,3783.38,124,65.2,0,1,1.0,0,1,0
589,46,22784.55,95808.55,4019.6,115,67.28,0,0,1.0,0,1,0
590,29,13559.73,50837.75,3815.39,44,64.11,0,0,0.21,0,0,0
591,38,14647.8,27458.06,6692.65,53,7.38,0,1,0.9,0,0,0
592,33,13548.83,102269.19,1570.44,156,60.38,1,0,0.9,1,1,0
593,42,17025.68,32822.95,8957.02,66,78.34,0,0,0.98,0,0,0
594,41,28024.0,177038.29,15995.42,149,0.04,0,0,0.39,1,0,1
595,48,22032.9,87199.72,11994.89,105,89.17,0,1,0.93,0,0,0
596,32,24001.35,184020.18,13357.08,126,95.22,0,0,0.78,1,1,0
597,35,23994.71,101435.54,2583.5,120,12.82,0,0,0.73,0,1,0
598,28,28613.31,194798.1,16850.27,57,53.51,0,0,0.25,1,0,0
599,33,21457.8,71610.18,6076.39,55,11.06,0,0,0.49,1,0,0
600,41,22306.18,76824.18,11925.79,130,28.3,0,0,0.79,0,1,0
601,45,32265.67,173294.94,6240.32,94,62.15,0,0,0.85,0,1,0
602,28,10019.45,80024.21,3238.92,65,30.29,0,0,0.2,0,1,1
603,46,7731.09,37605.72,943.83,110,36.56,0,0,0.31,1,0,1
604,51,3768.94,28591.21,452.42,131,74.61,1,0,0.16,0,0,0
605,42,20194.97,133501.38,11544.22,5,57.5,1,1,0.15,1,0,0
606,56,3000.0,20019.35,1515.91,66,51.8,0,0,0.21,0,0,0
607,30,23545.85,102041.59,8592.19,90,32.42,0,1,0.91,0,1,0
608,25,16689.68,66967.76,6053.83,146,70.42,0,0,0.36,1,0,0
609,20,31615.68,86863.81,14997.76,137,42.4,0,0,0.5,1,0,0
610,52,9936.99,77166.89,2691.28,150,89.88,1,0,0.01,0,0,0
611,44,15560.18,120374.47,7483.43,156,60.16,1,0,0.75,1,0,0
612,37,31466.44,199998.81,10777.39,140,53.83,0,0,0.29,1,1,1
613,40,34597.63,118519.05,14494.98,37,80.31,0,0,0.7,0,1,0
614,26,9838.17,30436.03,5729.9,119,48.54,0,0,0.2,0,0,0
615,62,20181.37,159956.9,6774.04,98,27.93,0,0,0.38,1,1,1
616,39,21533.03,41613.19,6658.06,170,15.51,1,0,0.52,0,0,1
617,39,22483.84,157008.44,12430.74,54,56.18,1,0,0.63,1,0,0
618,45,14849.09,56582.12,8186.16,170,42.49,0,0,0.16,0,1,0
619,42,33376.6,140937.81,19899.44,122,39.74,0,0,0.43,1,0,1
620,40,3000.0,20723.56,1126.29,67,34.94,0,0,0.01,1,0,0
621,30,12946.44,27044.07,3523.12,56,67.16,0,0,0.13,0,0,1
622,42,23375.17,88874.8,5147.1,46,51.9,0,0,0.33,1,0,0
623,56,23486.7,180569.44,2749.08,5,53.72,2,0,0.94,1,1,0
624,51,34233.11,206902.46,15862.4,56,30.81,0,1,0.88,0,0,0
625,53,32378.7,207453.75,7017.7,151,61.37,0,0,0.52,1,0,0
626,32,14573.5,93617.03,5877.79,62,40.35,0,0,0.6,0,0,0
627,28,33598.45,63625.58,18757.89,141,76.95,0,1,0.29,1,1,0
628,36,9431.5,26604.84,5424.12,59,52.95,2,1,0.67,1,0,1
629,38,29170.65,136904.01,2981.39,28,28.95,2,0,0.24,0,0,0
630,48,39726.27,154653.43,10270.73,6,14.77,0,0,0.0,0,0,0
631,21,32579.33,135886.1,16898.54,61,69.99,0,0,0.96,1,1,0
632,53,19269.24,126780.22,7095.37,173,37.11,0,1,0.38,0,0,0
633,36,14018.65,22365.57,7061.96,93,6.55,0,0,0.52,1,1,0
634,33,3000.0,17379.59,1579.98,12,91.49,1,0,0.1,0,0,0
635,27,21726.48,32605.28,6981.0,163,38.66,1,0,0.53,0,1,0
636,21,4617.39,8818.67,1290.52,62,74.59,0,1,0.9,1,0,0
637,46,8482.38,35234.63,2779.82,112,45.89,0,0,0.88,1,0,0
638,38,3711.05,25851.79,1582.38,5,89.09,0,0,0.58,0,0,0
639,25,12475.29,30470.56,3537.74,66,2.91,2,0,0.86,1,1,1
640,25,17664.37,90177.29,8611.28,68,25.94,1,0,0.36,1,0,1
641,34,21283.37,125790.79,11748.35,86,54.58,0,0,0.19,0,0,1
642,54,10793.92,32295.02,2603.01,109,32.32,1,0,0.42,0,0,1
643,35,30831.4,148920.21,17959.13,114,74.27,0,0,0.81,1,1,0
644,22,15501.54,115085.69,6376.75,80,68.84,0,1,0.71,1,1,0
645,35,8547.33,41279.21,4607.73,66,2.55,1,0,0.38,1,1,1
646,35,20715.51,52256.94,3147.89,169,60.05,0,0,0.34,0,1,1
647,18,41562.63,231952.45,9382.75,155,83.59,0,0,0.96,0,1,0
648,37,22021.93,117801.92,5736.92,76,31.56,0,0,0.26,0,1,0
649,35,13645.73,22859.41,3430.69,5,13.94,0,0,0.31,1,1,1
650,44,3000.0,6266.59,557.79,133,73.83,0,0,0.35,1,1,0
651,56,15367.05,38710.82,8207.55,86,90.04,1,0,0.78,1,0,0
652,49,20819.14,49671.94,6439.49,141,65.69,0,0,0.85,1,1,1
653,35,13349.03,42537.05,7763.33,80,84.6,0,0,0.22,1,0,0
654,26,3000.0,13355.05,1175.21,90,99.87,0,0,0.41,0,1,0
655,63,7793.22,30519.45,1318.59,137,49.94,0,0,0.87,0,1,0
656,38,35454.46,258435.52,13222.82,176,93.53,0,0,0.31,1,0,0
657,38,35208.01,192894.53,21011.18,32,34.44,0,0,0.4,1,1,0
658,37,7360.33,52957.12,2815.96,83,74.56,0,0,0.55,1,0,0
659,39,26073.08,128429.63,2631.68,36,90.15,0,0,0.64,1,1,0
660,36,3857.13,8038.86,2185.22,143,52.09,0,1,0.3,0,0,0
661,32,34851.8,157229.29,7578.43,137,62.65,0,0,0.58,1,1,0
662,32,20942.83,143316.22,9304.16,16,97.05,0,0,0.72,1,1,0
663,37,29395.7,81181.35,10510.14,6,25.12,0,0,0.09,0,0,0
664,32,3000.0,6278.68,788.15,72,35.6,0,1,1.0,0,0,0
665,30,26131.65,95153.83,6306.08,161,77.23,0,0,0.93,1,1,0
666,39,17907.91,72130.13,10106.87,110,34.1,0,1,0.15,1,0,1
667,35,28223.15,98517.84,15691.03,100,50.08,0,0,0.33,1,0,0
668,53,28978.41,68941.53,10332.76,170,5.05,0,0,0.28,1,0,0
669,18,18789.42,58819.5,4307.43,59,56.55,0,0,0.02,1,0,0
670,48,10790.04,64037.14,1631.14,36,62.68,0,0,0.5,0,0,0
671,50,27356.35,109658.91,4877.31,34,8.26,3,0,0.16,0,0,1
672,18,17278.15,96957.55,6239.59,130,24.39,0,0,0.14,1,1,1
673,34,7526.58,37527.34,1911.11,13,43.32,1,0,0.21,1,0,1
674,34,6958.17,35269.9,842.18,171,78.12,0,0,0.76,1,1,0
675,23,3000.0,9346.72,982.75,57,2.17,1,0,0.13,1,0,0
676,30,11876.51,58076.47,5618.71,7,33.13,0,0,0.63,1,0,0
677,26,31232.3,51638.42,17048.08,59,0.49,0,0,0.29,1,1,0
678,55,20133.96,86703.55,7905.44,111,52.13,0,0,0.07,0,0,1
679,47,11642.79,60799.2,5374.85,116,49.88,0,0,0.98,0,1,0
680,50,27658.27,74206.35,7800.61,51,75.54,0,0,0.65,1,1,0
681,45,8010.28,25373.61,2788.53,3,0.39,1,0,0.2,1,0,0
682,26,19144.2,56034.16,8898.48,155,75.87,2,0,0.51,1,0,0
683,32,15844.44,31033.33,7349.11,54,89.12,0,0,0.39,1,0,0
684,42,27349.57,102863.71,8540.26,94,31.74,1,0,0.18,0,0,1
685,25,3000.0,23589.83,1115.5,34,33.37,0,0,0.96,0,0,0
686,45,7797.63,29632.72,4381.7,23,0.11,1,0,0.86,0,1,0
687,35,3000.0,13480.46,1248.0,48,42.91,1,0,0.37,0,0,1
688,34,14884.84,85514.4,6270.79,55,61.3,0,0,0.81,1,0,0
689,45,32537.13,185957.36,16018.36,17,12.27,0,0,0.19,1,0,0
690,42,11934.63,91590.17,1881.03,79,65.72,0,0,0.08,1,0,0
691,34,11871.79,83983.04,4290.97,62,36.57,0,0,0.53,0,0,0
692,49,28460.69,189567.55,16499.12,125,67.3,0,0,0.39,0,1,0
693,27,30822.59,236889.42,8655.92,61,25.11,0,0,0.07,0,0,0
694,44,16937.15,50811.02,4191.32,44,77.46,0,0,0.63,0,1,0
695,43,26216.58,144475.69,10502.47,71,54.89,1,0,0.82,0,1,1
696,34,5076.55,36890.13,1068.92,125,53.32,0,0,0.53,0,0,0
697,41,34535.69,191911.32,13053.54,128,48.82,2,0,0.05,1,0,0
698,25,43784.48,343849.69,7786.02,3,84.2,0,0,0.38,1,0,0
699,47,24254.59,52202.97,9456.79,67,55.43,1,0,0.25,1,0,0
700,36,3000.0,13066.94,1203.57,112,15.96,0,0,0.15,1,0,1
701,32,11301.24,88747.02,3494.35,99,62.58,0,0,0.5,1,0,0
702,48,25353.9,100583.81,7387.45,136,51.41,0,1,0.07,0,0,0
703,30,12942.2,81627.99,2882.61,154,6.89,0,0,0.06,1,0,1
704,23,33266.38,56473.64,8830.93,120,58.11,0,0,0.78,1,1,0
705,22,25057.89,150759.31,8749.54,143,7.94,0,0,0.43,1,1,1
706,44,9522.29,72132.08,2131.37,133,72.48,0,0,0.74,1,0,0
707,25,18387.18,73320.54,9035.78,141,65.48,0,0,0.33,1,0,0
708,55,7274.0,11918.08,3306.16,103,49.33,0,0,0.35,1,1,1
709,18,15808.98,26581.44,3709.62,140,74.88,0,0,0.43,0,1,0
710,54,11344.88,82796.66,1687.18,63,28.07,0,0,0.3,1,0,0
711,40,32097.14,198885.27,3212.6,136,44.64,0,0,0.56,1,0,0
712,37,43392.14,95179.0,17285.67,34,1.53,0,0,0.07,0,0,0
